pySubjectType,pyGroupID,pxInteractionID,ControlGroupValidityStart,pyStage,pyJourney,AggregateCount,ChannelSubGroup,pyLatitude,pyMaxBudget,pyISFactID,pyChannel,pyCustomerSubSegment,pyFulfilled,ReferrerUrl,pyStep,pySubjectID,BudgetedCost,pyTreatment,pyDirection,pyGroup,pyPropensity,BundleName,pyOutcome,pyReason,HouseholdID,pyApplicationVersion,pyComponent,DeviceType,MktType,pyOperator,pxRank,Utm_medium,Value,Revenue,pyPartitionKey,pyIssue,pyLongitude,BundleHead,Category,ModelControlGroup,pyCampaignCode,pyDivision,pxFactID,pyWorkID,pyBehaviour,pxOutcomeTime,MktValue,WorkID,URI,Cost,pyConversionEventID,pyApplication,pyTargetBudget,ModelClass,pxPriority,pyCustomerSegment,pyPropensitySource,pyInteraction,ExternalAudienceId,pyName,UserAgent,pyOrganization,pyExternalID,pyUnit,pxStreamPosition,pyResponse,pyInternalTags,AccountID,FinalPropensity,pyWeight,ActionContext,EvaluationCriteria,ControlGroupValidityEnd,pyCategory,pyOutcomeWeight,SubscriptionID,pyRevenue,PlacementType,SubCategory,pxStreamPartition,pxDecisionTime,pyLabel,IPAddress,ChannelGroup,pyStrategy,pxUpdateDateTime
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056191,,,,1,,0,0,,Email,,,,,9,0,TC016,Outbound,MobileBank,0.5,,Pending,,9,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.859 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.9903269848390501,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,9,0.9903269848390501,0,Subscription,Default,,Data-BatchOutPR5,0,9,,,,0,20250310T185620.793 GMT,Savings Account,,Email,BehavioralLimits,1741632980860
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056168,,,,1,,0,0,,Email,,,,,3,0,TC003,Outbound,MobileBank,0.5,,Pending,,3,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.412 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.9230371503877657,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,3,0.9230371503877657,0,Subscription,Default,,Data-BatchOutPR5,0,3,,,,10,20250310T185620.343 GMT,Savings Account,,Email,BehavioralLimits,1741632980412
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056176,,,,1,,0,0,,Email,,,,,14,0,TC016,Outbound,MobileBank,0.5,,Pending,,14,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.680 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.38825766648460935,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,14,0.38825766648460935,0,Subscription,Default,,Data-BatchOutPR5,0,14,,,,12,20250310T185620.527 GMT,Savings Account,,Email,BehavioralLimits,1741632980680
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056167,,,,1,,0,0,,Email,,,,,11,0,TC016,Outbound,MobileBank,0.5,,Pending,,11,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.411 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.6945538649411673,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,11,0.6945538649411673,0,Subscription,Default,,Data-BatchOutPR5,0,11,,,,14,20250310T185620.314 GMT,Savings Account,,Email,BehavioralLimits,1741632980411
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056155,,,,1,,0,0,,Email,,,,,20,0,TC003,Outbound,MobileBank,0.5,,Pending,,20,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.113 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.9535314025922491,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,20,0.9535314025922491,0,Subscription,Default,,Data-BatchOutPR5,0,20,,,,15,20250310T185614.484 GMT,Savings Account,,Email,BehavioralLimits,1741632980150
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056157,,,,1,,0,0,,Email,,,,,13,0,TC016,Outbound,MobileBank,0.5,,Pending,,13,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.113 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.9315548574264063,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,0,,,13,0.9315548574264063,0,Subscription,Default,,Data-BatchOutPR5,0,13,,,,16,20250310T185614.493 GMT,Savings Account,,Email,BehavioralLimits,1741632980150
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056009,,,,1,Placements,0,0,,Web,,,,,1,0,Savings Account,Inbound,MobileBank,0.5,,Clicked,,1,01.01.01,Setting Rank,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,,,20250306T140619.273 GMT,,arbitration test,,0,,DentsuMerkleFWp,0,,0.5697627189606045,,Web_Click_Through_Rate_Subscription,DF_CaptureInteraction,,SavingsAccount,,DMOrg,,Unit,0,,,1,0.5697627189606045,0,Subscription,Default,,,0,1,,,,17,20250306T140406.918 GMT,Savings Account,,Web,BehavioralLimits,1741269982753
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056177,,,,1,,0,0,,Email,,,,,1,0,TC016,Outbound,MobileBank,0.5,,Pending,,1,01.01.01,Best Result,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,PR-5,Neutral,20250310T185620.626 GMT,,P-5,,0,,DentsuMerkleFWp,0,,0.9622243833784201,,Email_Click_Through_Rate_Subscription,DFb5f634d8ef082638fa12b23f5b6208735b01c5f8,,SavingsAccount,,DMOrg,,Unit,1,,,1,0.9622243833784201,0,Subscription,Default,,Data-BatchOutPR5,0,1,,,,17,20250310T185620.528 GMT,Savings Account,,Email,BehavioralLimits,1741632980626
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056196,,,,1,,0,0,,Email,,,,,1,0,TC016,Outbound,MobileBank,0.5,,Accepted,,1,01.01.01,Setting Rank,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,,,20250311T132148.557 GMT,,arbitration test,,0,,DentsuMerkleFWp,0,,0.9338610076060659,,Email_Click_Through_Rate_Subscription,DF_CaptureInteraction,,SavingsAccount,,DMOrg,,Unit,2,,,1,0.9338610076060659,0,Subscription,Default,,,0,1,,,,17,20250311T132115.020 GMT,Savings Account,,Email,BehavioralLimits,1741699309119
DentsuMerkle-DentsuMerkleFWp-Data-Subscription,,2097370256456056249,,,,1,Placements,0,0,,Web,,,,,1,0,TC051,Inbound,MobileBank,0.5,,Clicked,,1,01.01.01,Setting Rank,,,AndrewEtuk,1,,0,0,0,Selling,0,false,,NBA,,Div,0,,,20250312T152937.650 GMT,,arbitration test,,0,,DentsuMerkleFWp,0,,0.8453552026612268,,Web_Click_Through_Rate_Subscription,DF_CaptureInteraction,,Mortgage,,DMOrg,,Unit,3,,,1,0.8453552026612268,0,Subscription,Default,,,0,1,,Hero,,17,20250312T152722.632 GMT,Mortgage,,Web,BehavioralLimits,1741793377869
